/* DATA DESCRIPTION:
Citation:	Naafs, Bernhard David A; Hefter, Jens; Acton, Gary D; Haug, Gerald H; Martinez-Garcia, Alfredo; Pancost, Richard D; Stein, Ruediger (2012): Concentrations and accumulation rates of biomarkers and SSTs at IODP Site 306-U1313. PANGAEA, https://doi.org/10.1594/PANGAEA.757946, 
	In supplement to: Naafs, BDA et al. (2012): Strengthening of North American dust sources during the late Pliocene (2.7 Ma). Earth and Planetary Science Letters, 317-318, 8-19, https://doi.org/10.1016/j.epsl.2011.11.026
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: http://www.iodp.org/)
Coverage:	LATITUDE: 41.000000 * LONGITUDE: -32.957300
	DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.00 m * MAXIMUM DEPTH, sediment/rock: 144.82 m
Event(s):	306-U1313 * LATITUDE: 41.000000 * LONGITUDE: -32.957300 * DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00 * ELEVATION: -3426.0 m * CAMPAIGN: Exp306 (North Atlantic Climate 2) (URI: https://doi.org/10.2204/iodp.proc.303306.2006) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * DEVICE: Composite Core (COMPCORE)
Comment:	DEPTH, sediment (m) is given in mbsf.
Parameter(s):	Sample code/label (Sample label) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sample code/label 2 (Sample label 2) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001) * COMMENT: A/W referes to work or archive half
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	Depth, composite, adjusted [amcd] (Depth adj mcd) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	AGE [ka BP] (Age) * GEOCODE
	Sedimentation rate [cm/ka] (Sed rate) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Calculated
	n-Alkane, non reworked [ng/g] (n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, n-Alkane, non-reworked [ng/cm**2/ka] (Acc rate n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	C26-alkan-1-ol [ng/g] (C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, C26-alkan-1-ol [ng/cm**2/ka] (Acc rate C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	21096 data points
*/
Sample label	Sample label 2	Depth [m]	Depth comp [mcd]	Depth adj mcd [amcd]	Age [ka BP]	Sed rate [cm/ka]	n-Alkane non-rew [ng/g]	Acc rate n-Alkane non-rew [ng/cm**2/ka]	C26-alkan-1-ol [ng/g]	Acc rate C26-alkan-1-ol [ng/cm**2/ka]	SST (1-12) [°C]
50020016	306-U1313B-3H-6A,70-72	23.60	26.30	26.30	535.65	8.97	71.10	565.00			12.85
50022247	306-U1313C-4H-2A,26-28	23.46	26.26	26.31	535.77	8.97	120.25	1004.97			11.83
50020017	306-U1313B-3H-6A,72-74	23.62	26.32	26.32	535.88	8.97	133.35	1058.08			11.69
50022248	306-U1313C-4H-2A,28-30	23.48	26.28	26.33	535.99	8.97	88.05	719.64			12.79
50020018	306-U1313B-3H-6A,74-76	23.64	26.34	26.34	536.10	8.97	118.67	935.23			11.71
50022249	306-U1313C-4H-2A,30-32	23.50	26.30	26.35	536.21	8.97	117.66	934.97			12.41
50020019	306-U1313B-3H-6A,76-78	23.66	26.36	26.36	536.32	8.97	78.33	616.39			11.76
50022250	306-U1313C-4H-2A,32-34	23.52	26.32	26.37	536.43	8.97	80.18	636.25			13.74
50020020	306-U1313B-3H-6A,78-80	23.68	26.38	26.38	536.55	8.97	157.17	1233.31			12.06
50022251	306-U1313C-4H-2A,34-36	23.54	26.34	26.39	536.66	8.97	76.76	604.97			14.26
50020021	306-U1313B-3H-6A,80-82	23.70	26.40	26.40	536.77	8.97	154.60	1178.10			12.49
50020022	306-U1313B-3H-6A,82-84	23.72	26.42	26.42	536.99	8.89	62.71	493.49	44.24	348.12	12.80
50022252	306-U1313C-4H-2A,36-38	23.56	26.36	26.42	536.99	8.89	156.26	1223.35			14.33
50022253	306-U1313C-4H-2A,38-40	23.58	26.38	26.44	537.21	8.97	87.69	688.11			13.79
50022254	306-U1313C-4H-2A,40-42	23.60	26.40	26.46	537.44	8.92	46.92	355.61			13.76
50022255	306-U1313C-4H-2A,42-44	23.62	26.42	26.48	537.67	8.87	64.46	503.28			14.39
50022256	306-U1313C-4H-2A,44-46	23.64	26.44	26.50	537.95	7.18	51.15	326.93			15.07
50022257	306-U1313C-4H-2A,46-48	23.66	26.46	26.52	538.23	7.18	78.77	494.85			15.13
50022258	306-U1313C-4H-2A,48-50	23.68	26.48	26.54	538.50	7.18	51.42	317.08			14.70
50022259	306-U1313C-4H-2A,50-52	23.70	26.50	26.56	538.80	6.78	33.00	200.81			14.38
50022260	306-U1313C-4H-2A,52-54	23.72	26.52	26.58	539.09	6.78	25.93	150.88			15.57
50022261	306-U1313C-4H-2A,54-56	23.74	26.54	26.61	539.60	5.98	41.72	221.94			15.96
50022262	306-U1313C-4H-2A,56-58	23.76	26.56	26.63	539.93	5.98	50.86	273.07			15.57
50022263	306-U1313C-4H-2A,58-60	23.78	26.58	26.65	540.27	5.98	36.49	191.86	29.49	155.08	15.66
50022264	306-U1313C-4H-2A,60-62	23.80	26.60	26.67	540.60	5.98	25.95	143.09			14.73
50022265	306-U1313C-4H-2A,62-64	23.82	26.62	26.69	540.93	5.98	30.82	174.13			16.05
50022266	306-U1313C-4H-2A,64-66	23.84	26.64	26.71	541.27	5.98	34.37	193.84			15.89
50022267	306-U1313C-4H-2A,66-68	23.86	26.66	26.73	541.60	5.98	19.87	112.87			17.42
50022268	306-U1313C-4H-2A,68-70	23.88	26.68	26.75	541.94	5.98	43.09	249.09			16.04
50022269	306-U1313C-4H-2A,70-72	23.90	26.70	26.78	542.44	5.92	24.08	137.22			15.75
50022270	306-U1313C-4H-2A,72-74	23.92	26.72	26.80	542.78	5.92	56.88	319.39			16.31
50022271	306-U1313C-4H-2A,74-76	23.94	26.74	26.82	543.15	5.38	41.49	211.22	35.17	179.05	16.44
50022272	306-U1313C-4H-2A,76-78	23.96	26.76	26.84	543.53	5.38	50.25	260.61			16.36
50022273	306-U1313C-4H-2A,78-80	23.98	26.78	26.86	543.90	5.38	29.79	156.86			17.16
50022274	306-U1313C-4H-2A,80-82	24.00	26.80	26.88	544.27	5.38	29.86	150.97			15.72
50022275	306-U1313C-4H-2A,82-84	24.02	26.82	26.90	544.64	5.38	40.13	204.51			16.30
50022276	306-U1313C-4H-2A,84-86	24.04	26.84	26.92	545.01	5.38	35.22	180.72			16.22
50022277	306-U1313C-4H-2A,86-88	24.06	26.86	26.94	545.40	5.13	39.74	198.39			16.31
50022278	306-U1313C-4H-2A,88-90	24.08	26.88	26.97	546.03	4.78	44.56	211.49			16.38
50022279	306-U1313C-4H-2A,90-92	24.10	26.90	26.99	546.45	4.78	26.74	124.47			16.11
50022280	306-U1313C-4H-2A,92-94	24.12	26.92	27.01	546.87	4.78	56.59	250.46			16.38
50022281	306-U1313C-4H-2A,94-96	24.14	26.94	27.03	547.28	4.78	47.38	205.48			16.54
50022282	306-U1313C-4H-2A,96-98	24.16	26.96	27.05	547.70	4.78	57.70	253.35			16.45
50022283	306-U1313C-4H-2A,98-100	24.18	26.98	27.07	548.12	4.78	53.82	240.41			16.81
50022284	306-U1313C-4H-2A,100-102	24.20	27.00	27.09	548.54	4.78	48.86	210.87			16.28
50022285	306-U1313C-4H-2A,102-104	24.22	27.02	27.11	548.96	4.78	72.79	318.06			16.49
50022286	306-U1313C-4H-2A,104-106	24.24	27.04	27.13	549.37	4.78	100.95	420.81			15.99
50022287	306-U1313C-4H-2A,106-108	24.26	27.06	27.16	550.00	4.78	183.63	757.61	67.58	278.79	15.09
50022288	306-U1313C-4H-2A,108-110	24.28	27.08	27.18	550.42	4.78	120.78	503.77			15.69
50022289	306-U1313C-4H-2A,110-112	24.30	27.10	27.20	550.84	4.78	55.85	209.65			14.23
50022290	306-U1313C-4H-2A,112-114	24.32	27.12	27.22	551.26	4.78	105.09	412.29			14.57
50022291	306-U1313C-4H-2A,114-116	24.34	27.14	27.24	551.67	4.78	111.13	449.26			14.29
50022292	306-U1313C-4H-2A,116-118	24.36	27.16	27.26	552.09	4.78	54.11	217.11			15.20
50022293	306-U1313C-4H-2A,118-120	24.38	27.18	27.28	552.51	4.78	57.32	226.16			15.05
50022294	306-U1313C-4H-2A,120-122	24.40	27.20	27.30	552.93	4.78	42.22	176.03			14.93
50022295	306-U1313C-4H-2A,122-124	24.42	27.22	27.33	553.56	4.78	63.45	264.92			15.90
50022296	306-U1313C-4H-2A,124-126	24.44	27.24	27.35	553.98	4.78	68.83	286.88			15.94
50022297	306-U1313C-4H-2A,126-128	24.46	27.26	27.37	554.39	4.78	38.94	162.55			16.76
50022298	306-U1313C-4H-2A,128-130	24.48	27.28	27.39	554.81	4.78	66.84	279.91			15.03
50022299	306-U1313C-4H-2A,130-132	24.50	27.30	27.41	555.23	4.78	30.88	128.76			15.02
50022300	306-U1313C-4H-2A,132-134	24.52	27.32	27.43	555.65	4.78	50.48	211.38			16.94
50022301	306-U1313C-4H-2A,134-136	24.54	27.34	27.45	556.07	4.78	39.66	170.59	17.27	74.27	16.81
50022302	306-U1313C-4H-2A,136-138	24.56	27.36	27.47	556.48	4.78	67.66	287.51	26.93	114.43	16.18
50022303	306-U1313C-4H-2A,138-140	24.58	27.38	27.49	556.90	4.78	67.59	275.98			13.63
50022304	306-U1313C-4H-2A,140-142	24.60	27.40	27.52	557.53	4.78	51.39	213.90			15.42
50022305	306-U1313C-4H-2A,142-144	24.62	27.42	27.54	557.95	4.78	33.52	139.72			15.25
50022306	306-U1313C-4H-2A,144-146	24.64	27.44	27.56	558.37	4.78	55.59	224.20			14.93
50022307	306-U1313C-4H-2A,146-148	24.66	27.46	27.58	558.79	4.78	42.93	168.70			14.90
50022308	306-U1313C-4H-2A,148-150	24.68	27.48	27.60	559.20	4.78	50.12	195.69			15.05
50022310	306-U1313C-4H-3A,2-4	24.72	27.52	27.64	560.04	4.78	67.19	258.85			14.42
50022311	306-U1313C-4H-3A,4-6	24.74	27.54	27.66	560.46	4.78	72.32	276.76	79.98	306.10	14.37
50022312	306-U1313C-4H-3A,6-8	24.76	27.56	27.69	561.09	4.78	82.07	319.47			14.12
50022313	306-U1313C-4H-3A,8-10	24.78	27.58	27.71	561.50	4.78	62.36	248.71			13.34
50022314	306-U1313C-4H-3A,10-12	24.80	27.60	27.73	561.92	4.78	73.24	285.44			12.21
50022315	306-U1313C-4H-3A,12-14	24.82	27.62	27.75	562.34	4.78	83.43	331.21			13.67
50022316	306-U1313C-4H-3A,14-16	24.84	27.64	27.77	562.76	4.78	54.72	220.70			14.28
50022317	306-U1313C-4H-3A,16-18	24.86	27.66	27.79	563.18	4.78	74.51	310.46			13.39
50022318	306-U1313C-4H-3A,18-20	24.88	27.68	27.81	563.59	4.78	98.85	427.38			14.99
50022319	306-U1313C-4H-3A,20-22	24.90	27.70	27.83	564.01	4.78	85.42	370.42			15.04
50022320	306-U1313C-4H-3A,22-24	24.92	27.72	27.85	564.43	4.78	118.54	524.78			13.26
50022321	306-U1313C-4H-3A,24-26	24.94	27.74	27.88	565.06	4.78	63.94	289.26			16.73
50022322	306-U1313C-4H-3A,26-28	24.96	27.76	27.90	565.48	4.78	55.18	253.46			16.58
50022323	306-U1313C-4H-3A,28-30	24.98	27.78	27.92	565.89	4.78	56.59	258.40	36.99	168.92	15.01
50022324	306-U1313C-4H-3A,30-32	25.00	27.80	27.94	566.31	4.78	86.46	374.40			15.69
50022325	306-U1313C-4H-3A,32-34	25.02	27.82	27.96	566.73	4.78	79.03	358.03			16.63
50022326	306-U1313C-4H-3A,34-36	25.04	27.84	27.98	567.15	4.78	61.15	270.36			14.91
50022327	306-U1313C-4H-3A,36-38	25.06	27.86	28.00	567.57	4.78	67.50	288.25			16.00
50022328	306-U1313C-4H-3A,38-40	25.08	27.88	28.02	567.98	4.78	53.18	224.20			16.84
50022329	306-U1313C-4H-3A,40-42	25.10	27.90	28.04	568.40	4.78	57.37	244.87			16.62
50022330	306-U1313C-4H-3A,42-44	25.12	27.92	28.07	569.03	4.78	103.05	444.77			15.64
50022331	306-U1313C-4H-3A,44-46	25.14	27.94	28.09	569.45	4.78	66.63	280.23			15.73
50022332	306-U1313C-4H-3A,46-48	25.16	27.96	28.11	569.87	4.78	103.08	427.91			14.94
50022333	306-U1313C-4H-3A,48-50	25.18	27.98	28.13	570.28	4.78	56.92	240.32			16.21
50022334	306-U1313C-4H-3A,50-52	25.20	28.00	28.15	570.70	4.78	56.77	246.57			14.43
50022335	306-U1313C-4H-3A,52-54	25.22	28.02	28.17	571.12	4.78	26.82	114.22			15.44
50022336	306-U1313C-4H-3A,54-56	25.24	28.04	28.19	571.54	4.78	36.82	158.20			14.38
50022337	306-U1313C-4H-3A,56-58	25.26	28.06	28.21	571.96	4.78	42.21	180.95			13.80
50022338	306-U1313C-4H-3A,58-60	25.28	28.08	28.22	572.17	4.78	41.26	174.48			15.60
50022339	306-U1313C-4H-3A,60-62	25.30	28.10	28.24	572.59	4.78	24.19	103.59			16.80
50022340	306-U1313C-4H-3A,62-64	25.32	28.12	28.25	572.79	4.78	21.01	90.99			16.43
50022341	306-U1313C-4H-3A,64-66	25.34	28.14	28.27	573.21	4.78	23.72	102.72			16.91
50022342	306-U1313C-4H-3A,66-68	25.36	28.16	28.29	573.63	4.78	13.55	59.59	4.65	20.46	18.25
50022343	306-U1313C-4H-3A,68-70	25.38	28.18	28.30	573.84	4.78	29.10	132.20			15.01
50022344	306-U1313C-4H-3A,70-72	25.40	28.20	28.32	574.26	4.78	21.11	98.06			17.77
50022345	306-U1313C-4H-3A,72-74	25.42	28.22	28.33	574.47	4.78	25.50	115.22			15.77
50022346	306-U1313C-4H-3A,74-76	25.44	28.24	28.35	574.89	4.78	24.09	110.06			16.47
50022347	306-U1313C-4H-3A,76-78	25.46	28.26	28.37	575.30	4.78	18.68	85.98			18.71
50022348	306-U1313C-4H-3A,78-80	25.48	28.28	28.38	575.51	4.78	16.57	75.16			18.55
50022349	306-U1313C-4H-3A,80-82	25.50	28.30	28.40	575.93	4.78	18.52	81.40			17.75
50022350	306-U1313C-4H-3A,82-84	25.52	28.32	28.41	576.14	4.78	25.28	111.92			16.16
50022351	306-U1313C-4H-3A,84-86	25.54	28.34	28.43	576.56	4.78	41.88	187.04			16.76
50022352	306-U1313C-4H-3A,86-88	25.56	28.36	28.45	576.98	4.78	44.13	194.39			17.84
50022354	306-U1313C-4H-3A,90-92	25.60	28.40	28.48	577.60	4.78	29.66	121.67			17.55
50022355	306-U1313C-4H-3A,92-94	25.62	28.42	28.49	577.81	4.78	34.43	145.16			16.48
50022356	306-U1313C-4H-3A,94-96	25.64	28.44	28.51	578.23	4.78	40.08	167.22			17.42
50022357	306-U1313C-4H-3A,96-98	25.66	28.46	28.53	578.65	4.78	28.65	117.38			17.65
50022358	306-U1313C-4H-3A,98-100	25.68	28.48	28.54	578.86	4.78	50.64	205.03			16.40
50022360	306-U1313C-4H-3A,102-104	25.72	28.52	28.58	579.70	4.78	131.54	507.11			12.43
50022361	306-U1313C-4H-3A,104-106	25.74	28.54	28.60	580.11	4.78	82.52	314.37			13.09
50022362	306-U1313C-4H-3A,106-108	25.76	28.56	28.62	580.53	4.78	74.17	284.79			13.84
50022363	306-U1313C-4H-3A,108-110	25.78	28.58	28.64	580.95	4.78	78.38	301.58	31.72	122.03	11.94
50022364	306-U1313C-4H-3A,110-112	25.80	28.60	28.66	581.37	4.78	73.48	270.29			12.29
50022365	306-U1313C-4H-3A,112-114	25.82	28.62	28.68	581.79	4.78	80.08	310.04			12.39
50022366	306-U1313C-4H-3A,114-116	25.84	28.64	28.70	582.21	4.78	40.51	161.21			15.98
50022367	306-U1313C-4H-3A,116-118	25.86	28.66	28.72	582.62	4.78	43.38	173.54			15.11
50022368	306-U1313C-4H-3A,118-120	25.88	28.68	28.75	583.25	4.78	43.96	174.54			13.25
50022369	306-U1313C-4H-3A,120-122	25.90	28.70	28.77	583.62	5.36	67.18	297.98			14.10
50022370	306-U1313C-4H-3A,122-124	25.92	28.72	28.79	584.00	5.36	14.24	64.34			15.50
50022371	306-U1313C-4H-3A,124-126	25.94	28.74	28.81	584.37	5.38	44.49	200.46			14.11
50022372	306-U1313C-4H-3A,126-128	25.96	28.76	28.83	584.74	5.38	43.20	192.92			13.52
50022373	306-U1313C-4H-3A,128-130	25.98	28.78	28.85	585.11	5.38	34.05	153.79			15.53
50022374	306-U1313C-4H-3A,130-132	26.00	28.80	28.87	585.48	5.38	30.69	146.11			15.86
50022375	306-U1313C-4H-3A,132-134	26.02	28.82	28.89	585.86	5.38	26.75	130.80			16.01
50022376	306-U1313C-4H-3A,134-136	26.04	28.84	28.91	586.23	5.38	23.58	113.45			17.59
50022377	306-U1313C-4H-3A,136-138	26.06	28.86	28.93	586.60	5.38	27.34	129.48			16.07
50022378	306-U1313C-4H-3A,138-140	26.08	28.88	28.96	587.16	5.38	23.37	110.51			17.62
50022384	306-U1313C-4H-4A,0-2	26.20	29.00	29.08	589.39	5.38	113.87	532.78			15.22
50022385	306-U1313C-4H-4A,2-4	26.22	29.02	29.10	589.76	5.38	109.55	511.65	37.99	177.43	18.75
50022386	306-U1313C-4H-4A,4-6	26.24	29.04	29.12	590.13	5.38	130.60	609.06			15.24
50022387	306-U1313C-4H-4A,6-8	26.26	29.06	29.14	590.50	5.38	51.27	243.26			15.17
50022388	306-U1313C-4H-4A,8-10	26.28	29.08	29.17	591.06	5.38	42.57	206.77			13.87
50022390	306-U1313C-4H-4A,12-14	26.32	29.12	29.21	591.80	5.38	21.98	106.54			17.06
50022391	306-U1313C-4H-4A,14-16	26.34	29.14	29.23	592.17	5.38	38.84	187.16			17.69
50022392	306-U1313C-4H-4A,16-18	26.36	29.16	29.25	592.55	5.38	35.56	172.59			16.81
50022393	306-U1313C-4H-4A,18-20	26.38	29.18	29.27	592.92	5.38	37.95	186.67			17.58
50022394	306-U1313C-4H-4A,20-22	26.40	29.20	29.29	593.29	5.38	50.38	242.72			16.59
50022395	306-U1313C-4H-4A,22-24	26.42	29.22	29.31	593.66	5.38	42.15	195.33			17.11
50022396	306-U1313C-4H-4A,24-26	26.44	29.24	29.33	594.03	5.38	44.98	208.43			18.83
50022397	306-U1313C-4H-4A,26-28	26.46	29.26	29.35	594.41	5.38	46.94	217.21			17.20
50022398	306-U1313C-4H-4A,28-30	26.48	29.28	29.38	594.96	5.38	48.89	224.05	15.92	72.96	16.74
50022399	306-U1313C-4H-4A,30-32	26.50	29.30	29.40	595.34	5.38					16.66
50022400	306-U1313C-4H-4A,32-34	26.52	29.32	29.42	595.71	5.38	41.08	182.94			16.39
50022401	306-U1313C-4H-4A,34-36	26.54	29.34	29.44	596.08	5.38	30.67	136.98			15.11
50022402	306-U1313C-4H-4A,36-38	26.56	29.36	29.46	596.45	5.38	38.86	172.57			16.01
50022403	306-U1313C-4H-4A,38-40	26.58	29.38	29.48	596.82	5.38	43.74	189.15			16.15
50022404	306-U1313C-4H-4A,40-42	26.60	29.40	29.50	597.19	5.38	79.04	335.31			16.24
50022405	306-U1313C-4H-4A,42-44	26.62	29.42	29.52	597.57	5.38	36.35	160.89			16.19
50022406	306-U1313C-4H-4A,44-46	26.64	29.44	29.54	597.94	5.38	9.54	42.86			16.30
50022407	306-U1313C-4H-4A,46-48	26.66	29.46	29.56	598.31	5.38	32.66	149.61			15.95
50022408	306-U1313C-4H-4A,48-50	26.68	29.48	29.59	598.87	5.38	35.29	165.09			16.54
50022409	306-U1313C-4H-4A,50-52	26.70	29.50	29.61	599.24	5.38					16.25
50022410	306-U1313C-4H-4A,52-54	26.72	29.52	29.63	599.61	5.38	49.86	237.91			17.29
50022411	306-U1313C-4H-4A,54-56	26.74	29.54	29.65	599.98	5.38	36.20	168.54			16.76
50022412	306-U1313C-4H-4A,56-58	26.76	29.56	29.67	600.35	5.38	27.86	129.44			16.87
50022413	306-U1313C-4H-4A,58-60	26.78	29.58	29.69	600.73	5.38	33.73	160.87	21.48	102.46	16.68
50022414	306-U1313C-4H-4A,60-62	26.80	29.60	29.71	601.10	5.38	62.23	293.54			16.58
50022415	306-U1313C-4H-4A,62-64	26.82	29.62	29.73	601.47	5.38	42.55	205.36			17.43
50022416	306-U1313C-4H-4A,64-66	26.84	29.64	29.75	601.84	5.38	25.61	119.90			16.36
50022417	306-U1313C-4H-4A,66-68	26.86	29.66	29.77	602.21	5.38	24.22	111.49			16.37
50022418	306-U1313C-4H-4A,68-70	26.88	29.68	29.80	602.77	5.38	19.89	92.07			17.04
50022419	306-U1313C-4H-4A,70-72	26.90	29.70	29.82	603.14	5.38	40.27	181.48			16.38
50022420	306-U1313C-4H-4A,72-74	26.92	29.72	29.84	603.51	5.38	23.04	108.23			16.28
50022421	306-U1313C-4H-4A,74-76	26.94	29.74	29.86	603.88	5.38	18.63	87.00			17.45
50022422	306-U1313C-4H-4A,76-78	26.96	29.76	29.88	604.26	5.38	15.92	74.40			17.00
50022423	306-U1313C-4H-4A,78-80	26.98	29.78	29.90	604.63	5.38	17.44	82.35			17.33
50022424	306-U1313C-4H-4A,80-82	27.00	29.80	29.92	605.00	5.38					18.12
50022425	306-U1313C-4H-4A,82-84	27.02	29.82	29.94	605.37	5.38	15.31	70.86	8.85	40.93	16.99
50022426	306-U1313C-4H-4A,84-86	27.04	29.84	29.96	605.74	5.38	18.20	85.67			17.82
50022427	306-U1313C-4H-4A,86-88	27.06	29.86	29.98	606.12	5.36	19.33	91.21			17.25
50022428	306-U1313C-4H-4A,88-90	27.08	29.88	30.00	606.53	4.78	12.26	51.19			17.46
50022429	306-U1313C-4H-4A,90-92	27.10	29.90	30.03	607.16	4.78					18.20
50022430	306-U1313C-4H-4A,92-94	27.12	29.92	30.05	607.58	4.78	16.40	67.20			17.10
50022431	306-U1313C-4H-4A,94-96	27.14	29.94	30.07	608.00	4.78	15.84	64.87			17.83
50022432	306-U1313C-4H-4A,96-98	27.16	29.96	30.09	608.42	4.78	15.39	64.69			18.46
50022433	306-U1313C-4H-4A,98-100	27.18	29.98	30.11	608.84	4.78	11.86	51.72			18.24
50022434	306-U1313C-4H-4A,100-102	27.20	30.00	30.13	609.25	4.78	25.70	112.58			18.50
50022435	306-U1313C-4H-4A,102-104	27.22	30.02	30.15	609.67	4.78	15.37	67.87			19.07
50022436	306-U1313C-4H-4A,104-106	27.24	30.04	30.17	610.10	4.65	17.87	77.82			19.15
50022437	306-U1313C-4H-4A,106-108	27.26	30.06	30.18	610.33	4.48	12.72	53.20			19.14
50022438	306-U1313C-4H-4A,108-110	27.28	30.08	30.20	610.77	4.48	15.80	64.57	6.89	28.16	18.85
50022439	306-U1313C-4H-4A,110-112	27.30	30.10	30.22	611.22	4.48	32.02	129.25			20.20
50022440	306-U1313C-4H-4A,112-114	27.32	30.12	30.23	611.44	4.48	17.32	69.64			18.42
50022441	306-U1313C-4H-4A,114-116	27.34	30.14	30.25	611.89	4.48	17.50	69.67			18.14
50022442	306-U1313C-4H-4A,116-118	27.36	30.16	30.27	612.33	4.48	17.53	69.29			18.13
50022443	306-U1313C-4H-4A,118-120	27.38	30.18	30.29	612.78	4.48	18.99	75.31			17.02
50022444	306-U1313C-4H-4A,120-122	27.40	30.20	30.30	613.00	4.48	34.22	138.64			18.07
50022445	306-U1313C-4H-4A,122-124	27.42	30.22	30.32	613.45	4.48	19.98	76.88			17.41
50022446	306-U1313C-4H-4A,124-126	27.44	30.24	30.34	613.89	4.48	23.83	92.79			16.75
50022447	306-U1313C-4H-4A,126-128	27.46	30.26	30.35	614.12	4.48	20.89	83.16			16.69
50022448	306-U1313C-4H-4A,128-130	27.48	30.28	30.37	614.56	4.48	22.56	90.23			17.53
50022449	306-U1313C-4H-4A,130-132	27.50	30.30	30.39	615.02	4.41	50.13	194.23			17.40
50022450	306-U1313C-4H-4A,132-134	27.52	30.32	30.41	615.57	3.59	26.41	82.03			17.27
50022451	306-U1313C-4H-4A,134-136	27.54	30.34	30.42	615.85	3.59	31.79	96.76			16.81
50022452	306-U1313C-4H-4A,136-138	27.56	30.36	30.44	616.41	3.59	54.90	168.47			17.66
50022453	306-U1313C-4H-4A,138-140	27.58	30.38	30.46	616.97	3.59	33.19	104.13	20.56	64.53	16.69
50022454	306-U1313C-4H-4A,140-142	27.60	30.40	30.47	617.25	3.59	65.65	200.94			18.26
50022455	306-U1313C-4H-4A,142-144	27.62	30.42	30.49	617.80	3.59					16.31
50022456	306-U1313C-4H-4A,144-146	27.64	30.44	30.51	618.36	3.59	88.43	267.24			16.23
50022457	306-U1313C-4H-4A,146-148	27.66	30.46	30.53	618.95	3.38	86.88	254.30			16.28
50022458	306-U1313C-4H-4A,148-150	27.68	30.48	30.54	619.30	2.87	101.19	252.46			16.41
50022459	306-U1313C-4H-5A,0-2	27.70	30.50	30.56	620.00	2.87	111.21	278.97			16.50
50022460	306-U1313C-4H-5A,2-4	27.72	30.52	30.58	620.69	2.87	99.04	249.78			16.07
50022461	306-U1313C-4H-5A,4-6	27.74	30.54	30.59	621.04	2.87	120.58	305.75			16.45
50022462	306-U1313C-4H-5A,6-8	27.76	30.56	30.61	621.74	2.87	112.84	291.40			16.50
50022463	306-U1313C-4H-5A,8-10	27.78	30.58	30.63	622.44	2.87	120.45	314.75			15.76
50022464	306-U1313C-4H-5A,10-12	27.80	30.60	30.65	623.13	2.87	114.57	286.11			16.94
50022465	306-U1313C-4H-5A,12-14	27.82	30.62	30.66	623.48	2.87	137.03	346.17			16.17
50022466	306-U1313C-4H-5A,14-16	27.84	30.64	30.68	624.18	2.87	128.16	321.55			14.75
50022467	306-U1313C-4H-5A,16-18	27.86	30.66	30.70	624.88	2.87	145.57	368.13			14.53
50022468	306-U1313C-4H-5A,18-20	27.88	30.68	30.71	625.23	2.87	152.02	389.95			14.74
50022469	306-U1313C-4H-5A,20-22	27.90	30.70	30.73	625.92	2.87	144.02	358.98			14.48
50022470	306-U1313C-4H-5A,22-24	27.92	30.72	30.75	626.62	2.87	143.90	350.33			13.96
50022471	306-U1313C-4H-5A,24-26	27.94	30.74	30.77	627.32	2.87	124.69	314.31			14.80
50022472	306-U1313C-4H-5A,26-28	27.96	30.76	30.78	627.66	2.87	124.99	328.90			14.24
50022473	306-U1313C-4H-5A,28-30	27.98	30.78	30.80	628.36	2.87	123.90	331.30			11.09
50022474	306-U1313C-4H-5A,30-32	28.00	30.80	30.82	629.06	2.87	282.62	730.09			13.19
